x1,x2,x3,x4,u,Y_p,Y_theta,Y_v,Y_w
0.000000000000000000e+00,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.457871927412364599e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.420766998368613532e+00,1.105879610755345537e-03,-2.208505885193279283e-03,7.371445682263257082e-02,-1.469952521377242693e-01
1.105879610755345537e-03,3.139384147704599837e+00,7.371445682263257082e-02,-1.469952521377242693e-01,1.194611747421840731e+00,3.298991050501231918e-03,-6.549315589749138411e-03,7.247144235443293836e-02,-1.419222541278603866e-01
4.404870661256577238e-03,3.132834832114850698e+00,1.461858991770655092e-01,-2.889175062655846560e-01,1.900323108644387027e+00,4.917905862929417352e-03,-9.627846449721033650e-03,3.544083259482361248e-02,-6.297966351295514187e-02
9.322776524185994590e-03,3.123206985665129665e+00,1.816267317718891217e-01,-3.518971697785397978e-01,-1.465993494053611901e+00,6.294052284304548286e-03,-1.205139368966223756e-02,5.628944740438232563e-02,-9.832303220533583632e-02
1.561682880849054288e-02,3.111155591975467427e+00,2.379161791762714473e-01,-4.502202019838756342e-01,1.516294065857701767e+00,6.462446578083124935e-03,-1.185134174703872390e-02,-4.505958469195883720e-02,1.116205807334832989e-01
2.207927538657366781e-02,3.099304250228428703e+00,1.928565944843126101e-01,-3.385996212503923353e-01,-4.703755847534945467e+00,6.447554086530003087e-03,-1.107581943690982840e-02,4.406798447353332815e-02,-5.998390013799642650e-02
2.852682947310367090e-02,3.088228430791518875e+00,2.369245789578459382e-01,-3.985835213883887618e-01,3.700758057618420693e-01,4.966704568224573901e-03,-7.183228108895711728e-03,-1.427665008137168345e-01,3.190311311769344904e-01
3.349353404132824480e-02,3.081045202682623163e+00,9.415807814412911758e-02,-7.955239021145429912e-02,-6.193526098754524867e+00,2.964223589561700012e-03,-2.124134053555160051e-03,9.288405965415857946e-03,1.772494601956130233e-02
3.645775763088994481e-02,3.078921068629068003e+00,1.034464841095449755e-01,-6.182744419189299678e-02,-2.169964608408534446e+00,2.899620984490591802e-04,4.310490480229578480e-03,-1.875445724851207974e-01,4.105800766361176191e-01
3.674771972933900399e-02,3.083231559109297582e+00,-8.409808837557580796e-02,3.487526324442246084e-01,-5.944479784473564621e+00,-3.523321621737643405e-03,1.294093092710424386e-02,-6.663152196275565209e-02,1.638496140201565199e-01
3.322439810760136059e-02,3.096172490036401825e+00,-1.507296103383314601e-01,5.126022464643811283e-01,-4.055787677578777561e+00,-7.214184885260353092e-03,2.110563388146102781e-02,-1.793896375194997950e-01,3.796192247426475319e-01
2.601021322234100749e-02,3.117278123917862853e+00,-3.301192478578312550e-01,8.922214712070286602e-01,-5.158300572176116816e+00,-1.173544380510018609e-02,3.056013969027615573e-02,-1.219688964240610018e-01,2.496016585604565741e-01
1.427476941724082141e-02,3.147838263608139009e+00,-4.520881442818922569e-01,1.141823129767485234e+00,-4.499293192011802667e+00,-1.587498057082374972e-02,3.871582432697406873e-02,-1.539400953560045027e-01,2.931296407745227484e-01
-1.600211153582929615e-03,3.186554087935113078e+00,-6.060282396378967595e-01,1.434952770542007983e+00,-4.424492321481816148e+00,-2.017529536483065114e-02,4.650162150913583758e-02,-1.326836673719322679e-01,2.249527339596357756e-01
-2.177550651841357945e-02,3.233055709444248915e+00,-7.387119070098290274e-01,1.659905504501643758e+00,-3.969636219604963934e+00,-2.409524910482888430e-02,5.268543004018377829e-02,-1.285894163793507294e-01,1.864833098419917956e-01
-4.587075562324246375e-02,3.285741139484432694e+00,-8.673013233891797569e-01,1.846388814343635554e+00,-3.485856773032732114e+00,-2.771716613310813010e-02,5.731050716975349957e-02,-1.128371702820224476e-01,1.212811401988016513e-01
-7.358792175635059385e-02,3.343051646654186193e+00,-9.801384936712022045e-01,1.967669954542437205e+00,-2.888823577114489449e+00,-3.085175603171745606e-02,5.991673706112576880e-02,-9.613284715827818960e-02,5.221850546136219684e-02
-1.044396777880680499e-01,3.402968383715311962e+00,-1.076271340829480394e+00,2.019888460003799402e+00,-2.222086627372495737e+00,-3.343607205925770709e-02,6.034914063164587006e-02,-7.619062640019880206e-02,-2.326096640141739336e-02
-1.378757498473257570e-01,3.463317524346957832e+00,-1.152461967229679196e+00,1.996627493602382009e+00,-1.517638412829985572e+00,-3.539621888908031644e-02,5.849219176095488137e-02,-5.455517075673843586e-02,-1.000355207330116958e-01
-1.732719687364060734e-01,3.521809716107912713e+00,-1.207017137986417632e+00,1.896591972869370313e+00,-7.986148051643414680e-01,-3.669859038982420385e-02,5.436938313330585970e-02,-3.235853972682312119e-02,-1.740189079063227950e-01
